source,target,length_km,speed_kph,name
n0425,n0325,0.6672,60,Z Boulevard
n0425,n0424,0.6641,35,5th Street
n0425,n0426,0.6641,35,5th Street
n0425,n0525,0.6672,60,Z Boulevard
n0426,n0326,0.6672,35,AA Lane
n0426,n0425,0.6641,35,5th Street
n0426,n0427,0.6641,35,5th Street
n0426,n0526,0.6672,35,AA Lane
n0427,n0327,0.6672,35,AB Lane
n0427,n0426,0.6641,35,5th Street
n0427,n0428,0.6641,35,5th Street
n0427,n0527,0.6672,35,AB Lane
n0428,n0328,0.6672,35,AC Lane
n0428,n0427,0.6641,35,5th Street
n0428,n0429,0.6641,35,5th Street
n0428,n0528,0.6672,35,AC Lane
n0429,n0329,0.6672,35,AD Lane
n0429,n0428,0.6641,35,5th Street
n0429,n0430,0.6641,35,5th Street
n0429,n0529,0.6672,35,AD Lane
n0430,n0330,0.6672,60,AE Boulevard
n0430,n0429,0.6641,35,5th Street
n0430,n0431,0.6641,35,5th Street
n0430,n0530,0.6672,60,AE Boulevard
n0431,n0331,0.6672,35,AF Lane
n0431,n0430,0.6641,35,5th Street
n0431,n0432,0.6641,35,5th Street
n0431,n0531,0.6672,35,AF Lane
n0432,n0332,0.6672,35,AG Lane
n0432,n0431,0.6641,35,5th Street
n0432,n0433,0.6641,35,5th Street
n0432,n0532,0.6672,35,AG Lane
n0433,n0333,0.6672,35,AH Lane
n0433,n0432,0.6641,35,5th Street
n0433,n0533,0.6672,35,AH Lane
n0434,n0334,0.6672,35,AI Lane
n0434,n0435,0.6641,35,5th Street
n0434,n0534,0.6672,35,AI Lane
n0435,n0335,0.6672,60,AJ Boulevard
n0435,n0434,0.6641,35,5th Street
n0435,n0436,0.6641,35,5th Street
n0435,n0535,0.6672,60,AJ Boulevard
n0436,n0336,0.6672,35,AK Lane
n0436,n0435,0.6641,35,5th Street
n0436,n0437,0.6641,35,5th Street
n0436,n0536,0.6672,35,AK Lane
n0437,n0337,0.6672,35,AL Lane
n0437,n0436,0.6641,35,5th Street
n0437,n0438,0.6641,35,5th Street
n0437,n0537,0.6672,35,AL Lane
n0438,n0338,0.6672,35,AM Lane
n0438,n0437,0.6641,35,5th Street
n0438,n0439,0.6641,35,5th Street
n0438,n0538,0.6672,35,AM Lane
n0439,n0339,0.6672,35,AN Lane
n0439,n0438,0.6641,35,5th Street
n0439,n0539,0.6672,35,AN Lane
n0500,n0400,0.6672,60,A Boulevard
n0500,n0501,0.6640,60,6th Avenue
n0500,n0600,0.6672,60,A Boulevard
n0501,n0401,0.6672,35,B Lane
n0501,n0500,0.6640,60,6th Avenue
n0501,n0502,0.6640,60,6th Avenue
n0501,n0601,0.6672,35,B Lane
n0502,n0402,0.6672,35,C Lane
n0502,n0501,0.6640,60,6th Avenue
n0502,n0503,0.6640,60,6th Avenue
n0502,n0602,0.6672,35,C Lane
n0503,n0403,0.6672,35,D Lane
n0503,n0502,0.6640,60,6th Avenue
n0503,n0504,0.6640,60,6th Avenue
n0503,n0603,0.6672,35,D Lane
n0504,n0404,0.6672,35,E Lane
n0504,n0503,0.6640,60,6th Avenue
n0504,n0505,0.6640,60,6th Avenue
n0504,n0604,0.6672,35,E Lane
n0505,n0405,0.6672,60,F Boulevard
n0505,n0504,0.6640,60,6th Avenue
n0505,n0506,0.6640,60,6th Avenue
n0505,n0605,0.6672,60,F Boulevard
n0506,n0406,0.6672,35,G Lane
n0506,n0505,0.6640,60,6th Avenue
n0506,n0507,0.6640,60,6th Avenue
n0506,n0606,0.6672,35,G Lane
n0507,n0407,0.6672,35,H Lane
n0507,n0506,0.6640,60,6th Avenue
n0507,n0508,0.6640,60,6th Avenue
n0507,n0607,0.6672,35,H Lane
n0508,n0408,0.6672,35,I Lane
n0508,n0507,0.6640,60,6th Avenue
n0508,n0509,0.6640,60,6th Avenue
n0508,n0608,0.6672,35,I Lane
n0509,n0409,0.6672,35,J Lane
n0509,n0508,0.6640,60,6th Avenue
n0509,n0510,0.6640,60,6th Avenue
n0509,n0609,0.6672,35,J Lane
n0510,n0410,0.6672,60,K Boulevard
n0510,n0509,0.6640,60,6th Avenue
n0510,n0511,0.6640,60,6th Avenue
n0510,n0610,0.6672,60,K Boulevard
n0511,n0411,0.6672,35,L Lane
n0511,n0510,0.6640,60,6th Avenue
n0511,n0512,0.6640,60,6th Avenue
n0511,n0611,0.6672,35,L Lane
n0512,n0511,0.6640,60,6th Avenue
n0512,n0513,0.6640,60,6th Avenue
n0512,n0612,0.6672,35,M Lane
n0513,n0413,0.6672,35,N Lane
n0513,n0512,0.6640,60,6th Avenue
n0513,n0514,0.6640,60,6th Avenue
n0513,n0613,0.6672,35,N Lane
n0514,n0513,0.6640,60,6th Avenue
n0514,n0515,0.6640,60,6th Avenue
n0514,n0614,0.6672,35,O Lane
n0515,n0415,0.6672,60,P Boulevard
n0515,n0514,0.6640,60,6th Avenue
n0515,n0516,0.6640,60,6th Avenue
n0515,n0615,0.6672,60,P Boulevard
n0516,n0416,0.6672,35,Q Lane
n0516,n0515,0.6640,60,6th Avenue
n0516,n0517,0.6640,60,6th Avenue
n0516,n0616,0.6672,35,Q Lane
n0517,n0417,0.6672,35,R Lane
n0517,n0516,0.6640,60,6th Avenue
n0517,n0518,0.6640,60,6th Avenue
n0517,n0617,0.6672,35,R Lane
n0518,n0418,0.6672,35,S Lane
n0518,n0517,0.6640,60,6th Avenue
n0518,n0519,0.6640,60,6th Avenue
n0518,n0618,0.6672,35,S Lane
n0519,n0419,0.6672,35,T Lane
n0519,n0518,0.6640,60,6th Avenue
n0519,n0520,0.6640,60,6th Avenue
n0520,n0420,0.6672,60,U Boulevard
n0520,n0519,0.6640,60,6th Avenue
n0520,n0521,0.6640,60,6th Avenue
n0520,n0620,0.6672,60,U Boulevard
n0521,n0421,0.6672,35,V Lane
n0521,n0520,0.6640,60,6th Avenue
n0521,n0522,0.6640,60,6th Avenue
n0521,n0621,0.6672,35,V Lane
n0522,n0422,0.6672,35,W Lane
n0522,n0521,0.6640,60,6th Avenue
n0522,n0523,0.6640,60,6th Avenue
n0522,n0622,0.6672,35,W Lane
n0523,n0423,0.6672,35,X Lane
n0523,n0522,0.6640,60,6th Avenue
n0523,n0524,0.6640,60,6th Avenue
n0523,n0623,0.6672,35,X Lane
n0524,n0424,0.6672,35,Y Lane
n0524,n0523,0.6640,60,6th Avenue
n0524,n0525,0.6640,60,6th Avenue
n0524,n0624,0.6672,35,Y Lane
n0525,n0425,0.6672,60,Z Boulevard
n0525,n0524,0.6640,60,6th Avenue
n0525,n0526,0.6640,60,6th Avenue
n0525,n0625,0.6672,60,Z Boulevard
n0526,n0426,0.6672,35,AA Lane
n0526,n0525,0.6640,60,6th Avenue
n0526,n0527,0.6640,60,6th Avenue
n0526,n0626,0.6672,35,AA Lane
n0527,n0427,0.6672,35,AB Lane
n0527,n0526,0.6640,60,6th Avenue
n0527,n0528,0.6640,60,6th Avenue
n0527,n0627,0.6672,35,AB Lane
n0528,n0428,0.6672,35,AC Lane
n0528,n0527,0.6640,60,6th Avenue
n0528,n0529,0.6640,60,6th Avenue
n0528,n0628,0.6672,35,AC Lane
n0529,n0429,0.6672,35,AD Lane
n0529,n0528,0.6640,60,6th Avenue
n0529,n0530,0.6640,60,6th Avenue
n0529,n0629,0.6672,35,AD Lane
n0530,n0430,0.6672,60,AE Boulevard
n0530,n0529,0.6640,60,6th Avenue
n0530,n0531,0.6640,60,6th Avenue
n0530,n0630,0.6672,60,AE Boulevard
n0531,n0431,0.6672,35,AF Lane
n0531,n0530,0.6640,60,6th Avenue
n0531,n0532,0.6640,60,6th Avenue
n0531,n0631,0.6672,35,AF Lane
n0532,n0432,0.6672,35,AG Lane
n0532,n0531,0.6640,60,6th Avenue
n0532,n0533,0.6640,60,6th Avenue
n0532,n0632,0.6672,35,AG Lane
n0533,n0433,0.6672,35,AH Lane
n0533,n0532,0.6640,60,6th Avenue
n0533,n0534,0.6640,60,6th Avenue
n0533,n0633,0.6672,35,AH Lane
n0534,n0434,0.6672,35,AI Lane
n0534,n0533,0.6640,60,6th Avenue
n0534,n0535,0.6640,60,6th Avenue
n0534,n0634,0.6672,35,AI Lane
n0535,n0435,0.6672,60,AJ Boulevard
n0535,n0534,0.6640,60,6th Avenue
n0535,n0536,0.6640,60,6th Avenue
n0535,n0635,0.6672,60,AJ Boulevard
n0536,n0436,0.6672,35,AK Lane
n0536,n0535,0.6640,60,6th Avenue
n0536,n0537,0.6640,60,6th Avenue
n0536,n0636,0.6672,35,AK Lane
n0537,n0437,0.6672,35,AL Lane
n0537,n0536,0.6640,60,6th Avenue
n0537,n0538,0.6640,60,6th Avenue
n0537,n0637,0.6672,35,AL Lane
n0538,n0438,0.6672,35,AM Lane
n0538,n0537,0.6640,60,6th Avenue
n0538,n0539,0.6640,60,6th Avenue
n0538,n0638,0.6672,35,AM Lane
n0539,n0439,0.6672,35,AN Lane
n0539,n0538,0.6640,60,6th Avenue
n0539,n0639,0.6672,35,AN Lane
n0539,n0035,4.2644,100,Ring Motorway
n0539,n1039,3.3359,100,Ring Motorway
n0600,n0500,0.6672,60,A Boulevard
n0600,n0601,0.6640,35,7th Street
n0600,n0700,0.6672,60,A Boulevard
n0601,n0501,0.6672,35,B Lane
n0601,n0600,0.6640,35,7th Street
n0601,n0602,0.6640,35,7th Street
n0601,n0701,0.6672,35,B Lane
n0602,n0502,0.6672,35,C Lane
n0602,n0601,0.6640,35,7th Street
n0602,n0603,0.6640,35,7th Street
n0602,n0702,0.6672,35,C Lane
n0603,n0503,0.6672,35,D Lane
n0603,n0602,0.6640,35,7th Street
n0603,n0703,0.6672,35,D Lane
n0604,n0504,0.6672,35,E Lane
n0604,n0605,0.6640,35,7th Street
n0605,n0505,0.6672,60,F Boulevard
n0605,n0604,0.6640,35,7th Street
n0605,n0606,0.6640,35,7th Street
n0605,n0705,0.6672,60,F Boulevard
n0606,n0506,0.6672,35,G Lane
n0606,n0605,0.6640,35,7th Street
n0606,n0607,0.6640,35,7th Street
n0606,n0706,0.6672,35,G Lane
n0607,n0507,0.6672,35,H Lane
n0607,n0606,0.6640,35,7th Street
n0607,n0608,0.6640,35,7th Street
n0608,n0508,0.6672,35,I Lane
n0608,n0607,0.6640,35,7th Street
n0608,n0609,0.6640,35,7th Street
n0608,n0708,0.6672,35,I Lane
n0609,n0509,0.6672,35,J Lane
n0609,n0608,0.6640,35,7th Street
n0609,n0709,0.6672,35,J Lane
n0610,n0510,0.6672,60,K Boulevard
n0610,n0611,0.6640,35,7th Street
n0610,n0710,0.6672,60,K Boulevard
n0611,n0511,0.6672,35,L Lane
n0611,n0610,0.6640,35,7th Street
n0611,n0711,0.6672,35,L Lane
n0612,n0512,0.6672,35,M Lane
n0612,n0613,0.6640,35,7th Street
n0612,n0712,0.6672,35,M Lane
n0613,n0513,0.6672,35,N Lane
n0613,n0612,0.6640,35,7th Street
n0613,n0614,0.6640,35,7th Street
n0613,n0713,0.6672,35,N Lane
n0614,n0514,0.6672,35,O Lane
n0614,n0613,0.6640,35,7th Street
n0614,n0615,0.6640,35,7th Street
n0614,n0714,0.6672,35,O Lane
n0615,n0515,0.6672,60,P Boulevard
n0615,n0614,0.6640,35,7th Street
n0615,n0616,0.6640,35,7th Street
n0615,n0715,0.6672,60,P Boulevard
n0616,n0516,0.6672,35,Q Lane
n0616,n0615,0.6640,35,7th Street
n0616,n0617,0.6640,35,7th Street
n0616,n0716,0.6672,35,Q Lane
n0617,n0517,0.6672,35,R Lane
n0617,n0616,0.6640,35,7th Street
n0617,n0618,0.6640,35,7th Street
n0617,n0717,0.6672,35,R Lane
n0618,n0518,0.6672,35,S Lane
n0618,n0617,0.6640,35,7th Street
n0618,n0619,0.6640,35,7th Street
n0618,n0718,0.6672,35,S Lane
n0619,n0618,0.6640,35,7th Street
n0619,n0620,0.6640,35,7th Street
n0619,n0719,0.6672,35,T Lane
n0620,n0520,0.6672,60,U Boulevard
n0620,n0619,0.6640,35,7th Street
n0620,n0621,0.6640,35,7th Street
n0620,n0720,0.6672,60,U Boulevard
n0621,n0521,0.6672,35,V Lane
n0621,n0620,0.6640,35,7th Street
n0621,n0622,0.6640,35,7th Street
n0622,n0522,0.6672,35,W Lane
n0622,n0621,0.6640,35,7th Street
n0622,n0623,0.6640,35,7th Street
n0622,n0722,0.6672,35,W Lane
n0623,n0523,0.6672,35,X Lane
n0623,n0622,0.6640,35,7th Street
n0623,n0624,0.6640,35,7th Street
n0623,n0723,0.6672,35,X Lane
n0624,n0524,0.6672,35,Y Lane
n0624,n0623,0.6640,35,7th Street
n0624,n0625,0.6640,35,7th Street
n0624,n0724,0.6672,35,Y Lane
n0625,n0525,0.6672,60,Z Boulevard
n0625,n0624,0.6640,35,7th Street
n0625,n0725,0.6672,60,Z Boulevard
n0626,n0526,0.6672,35,AA Lane
n0626,n0627,0.6640,35,7th Street
n0626,n0726,0.6672,35,AA Lane
n0627,n0527,0.6672,35,AB Lane
n0627,n0626,0.6640,35,7th Street
n0627,n0628,0.6640,35,7th Street
n0627,n0727,0.6672,35,AB Lane
n0628,n0528,0.6672,35,AC Lane
n0628,n0627,0.6640,35,7th Street
n0628,n0629,0.6640,35,7th Street
n0628,n0728,0.6672,35,AC Lane
n0629,n0529,0.6672,35,AD Lane
n0629,n0628,0.6640,35,7th Street
n0629,n0630,0.6640,35,7th Street
n0629,n0729,0.6672,35,AD Lane
n0630,n0530,0.6672,60,AE Boulevard
n0630,n0629,0.6640,35,7th Street
n0630,n0631,0.6640,35,7th Street
n0630,n0730,0.6672,60,AE Boulevard
n0631,n0531,0.6672,35,AF Lane
n0631,n0630,0.6640,35,7th Street
n0631,n0632,0.6640,35,7th Street
n0631,n0731,0.6672,35,AF Lane
n0632,n0532,0.6672,35,AG Lane
n0632,n0631,0.6640,35,7th Street
n0632,n0633,0.6640,35,7th Street
n0632,n0732,0.6672,35,AG Lane
n0633,n0533,0.6672,35,AH Lane
n0633,n0632,0.6640,35,7th Street
n0633,n0634,0.6640,35,7th Street
n0633,n0733,0.6672,35,AH Lane
n0634,n0534,0.6672,35,AI Lane
n0634,n0633,0.6640,35,7th Street
n0634,n0635,0.6640,35,7th Street
n0634,n0734,0.6672,35,AI Lane
n0635,n0535,0.6672,60,AJ Boulevard
n0635,n0634,0.6640,35,7th Street
n0635,n0636,0.6640,35,7th Street
n0635,n0735,0.6672,60,AJ Boulevard
n0636,n0536,0.6672,35,AK Lane
n0636,n0635,0.6640,35,7th Street
n0636,n0637,0.6640,35,7th Street
n0636,n0736,0.6672,35,AK Lane
n0637,n0537,0.6672,35,AL Lane
n0637,n0636,0.6640,35,7th Street
n0637,n0638,0.6640,35,7th Street
n0637,n0737,0.6672,35,AL Lane
n0638,n0538,0.6672,35,AM Lane
n0638,n0637,0.6640,35,7th Street
n0638,n0639,0.6640,35,7th Street
n0638,n0738,0.6672,35,AM Lane
n0639,n0539,0.6672,35,AN Lane
n0639,n0638,0.6640,35,7th Street
n0639,n0739,0.6672,35,AN Lane
n0700,n0600,0.6672,60,A Boulevard
n0700,n0701,0.6639,35,8th Street
n0700,n0800,0.6672,60,A Boulevard
n0701,n0601,0.6672,35,B Lane
n0701,n0700,0.6639,35,8th Street
n0701,n0702,0.6639,35,8th Street
n0701,n0801,0.6672,35,B Lane
n0702,n0602,0.6672,35,C Lane
n0702,n0701,0.6639,35,8th Street
n0702,n0703,0.6639,35,8th Street
n0702,n0802,0.6672,35,C Lane
n0703,n0603,0.6672,35,D Lane
n0703,n0702,0.6639,35,8th Street
n0703,n0803,0.6672,35,D Lane
n0704,n0705,0.6639,35,8th Street
n0704,n0804,0.6672,35,E Lane
n0705,n0605,0.6672,60,F Boulevard
n0705,n0704,0.6639,35,8th Street
n0705,n0706,0.6639,35,8th Street
n0705,n0805,0.6672,60,F Boulevard
n0706,n0606,0.6672,35,G Lane
n0706,n0705,0.6639,35,8th Street
n0706,n0707,0.6639,35,8th Street
n0706,n0806,0.6672,35,G Lane
n0707,n0706,0.6639,35,8th Street
n0707,n0708,0.6639,35,8th Street
n0707,n0807,0.6672,35,H Lane
n0708,n0608,0.6672,35,I Lane
n0708,n0707,0.6639,35,8th Street
n0708,n0709,0.6639,35,8th Street
n0709,n0609,0.6672,35,J Lane
n0709,n0708,0.6639,35,8th Street
n0709,n0710,0.6639,35,8th Street
n0709,n0809,0.6672,35,J Lane
n0710,n0610,0.6672,60,K Boulevard
n0710,n0709,0.6639,35,8th Street
n0710,n0711,0.6639,35,8th Street
n0710,n0810,0.6672,60,K Boulevard
n0711,n0611,0.6672,35,L Lane
n0711,n0710,0.6639,35,8th Street
n0711,n0712,0.6639,35,8th Street
n0711,n0811,0.6672,35,L Lane
n0712,n0612,0.6672,35,M Lane
n0712,n0711,0.6639,35,8th Street
n0712,n0713,0.6639,35,8th Street
n0712,n0812,0.6672,35,M Lane
n0713,n0613,0.6672,35,N Lane
n0713,n0712,0.6639,35,8th Street
n0713,n0714,0.6639,35,8th Street
n0713,n0813,0.6672,35,N Lane
n0714,n0614,0.6672,35,O Lane
n0714,n0713,0.6639,35,8th Street
n0714,n0715,0.6639,35,8th Street
n0714,n0814,0.6672,35,O Lane
n0715,n0615,0.6672,60,P Boulevard
n0715,n0714,0.6639,35,8th Street
n0715,n0716,0.6639,35,8th Street
n0715,n0815,0.6672,60,P Boulevard
n0716,n0616,0.6672,35,Q Lane
n0716,n0715,0.6639,35,8th Street
n0716,n0717,0.6639,35,8th Street
n0716,n0816,0.6672,35,Q Lane
n0717,n0617,0.6672,35,R Lane
n0717,n0716,0.6639,35,8th Street
n0717,n0817,0.6672,35,R Lane
n0718,n0618,0.6672,35,S Lane
n0718,n0719,0.6639,35,8th Street
n0718,n0818,0.6672,35,S Lane
n0719,n0619,0.6672,35,T Lane
n0719,n0718,0.6639,35,8th Street
n0719,n0720,0.6639,35,8th Street
n0719,n0819,0.6672,35,T Lane
n0720,n0620,0.6672,60,U Boulevard
n0720,n0719,0.6639,35,8th Street
n0720,n0721,0.6639,35,8th Street
n0720,n0820,0.6672,60,U Boulevard
n0721,n0720,0.6639,35,8th Street
n0721,n0722,0.6639,35,8th Street
n0721,n0821,0.6672,35,V Lane
n0722,n0622,0.6672,35,W Lane
n0722,n0721,0.6639,35,8th Street
n0722,n0723,0.6639,35,8th Street
n0722,n0822,0.6672,35,W Lane
n0723,n0623,0.6672,35,X Lane
n0723,n0722,0.6639,35,8th Street
n0723,n0823,0.6672,35,X Lane
n0724,n0624,0.6672,35,Y Lane
n0724,n0725,0.6639,35,8th Street
n0724,n0824,0.6672,35,Y Lane
n0725,n0625,0.6672,60,Z Boulevard
n0725,n0724,0.6639,35,8th Street
n0725,n0726,0.6639,35,8th Street
n0725,n0825,0.6672,60,Z Boulevard
n0726,n0626,0.6672,35,AA Lane
n0726,n0725,0.6639,35,8th Street
n0726,n0727,0.6639,35,8th Street
n0726,n0826,0.6672,35,AA Lane
n0727,n0627,0.6672,35,AB Lane
n0727,n0726,0.6639,35,8th Street
n0727,n0827,0.6672,35,AB Lane
n0728,n0628,0.6672,35,AC Lane
n0728,n0729,0.6639,35,8th Street
n0728,n0828,0.6672,35,AC Lane
n0729,n0629,0.6672,35,AD Lane
n0729,n0728,0.6639,35,8th Street
n0729,n0730,0.6639,35,8th Street
n0729,n0829,0.6672,35,AD Lane
n0730,n0630,0.6672,60,AE Boulevard
n0730,n0729,0.6639,35,8th Street
n0730,n0731,0.6639,35,8th Street
n0730,n0830,0.6672,60,AE Boulevard
n0731,n0631,0.6672,35,AF Lane
n0731,n0730,0.6639,35,8th Street
n0731,n0831,0.6672,35,AF Lane
n0732,n0632,0.6672,35,AG Lane
n0732,n0733,0.6639,35,8th Street
n0732,n0832,0.6672,35,AG Lane
n0733,n0633,0.6672,35,AH Lane
n0733,n0732,0.6639,35,8th Street
n0733,n0734,0.6639,35,8th Street
n0733,n0833,0.6672,35,AH Lane
n0734,n0634,0.6672,35,AI Lane
n0734,n0733,0.6639,35,8th Street
n0734,n0735,0.6639,35,8th Street
n0734,n0834,0.6672,35,AI Lane
n0735,n0635,0.6672,60,AJ Boulevard
n0735,n0734,0.6639,35,8th Street
n0735,n0736,0.6639,35,8th Street
n0735,n0835,0.6672,60,AJ Boulevard
n0736,n0636,0.6672,35,AK Lane
n0736,n0735,0.6639,35,8th Street
n0736,n0737,0.6639,35,8th Street
n0736,n0836,0.6672,35,AK Lane
n0737,n0637,0.6672,35,AL Lane
n0737,n0736,0.6639,35,8th Street
n0737,n0738,0.6639,35,8th Street
n0737,n0837,0.6672,35,AL Lane
n0738,n0638,0.6672,35,AM Lane
n0738,n0737,0.6639,35,8th Street
n0738,n0739,0.6639,35,8th Street
n0738,n0838,0.6672,35,AM Lane
n0739,n0639,0.6672,35,AN Lane
n0739,n0738,0.6639,35,8th Street
n0739,n0839,0.6672,35,AN Lane
n0800,n0700,0.6672,60,A Boulevard
n0800,n0801,0.6639,35,9th Street
n0800,n0900,0.6672,60,A Boulevard
n0801,n0701,0.6672,35,B Lane
n0801,n0800,0.6639,35,9th Street
n0801,n0802,0.6639,35,9th Street
n0801,n0901,0.6672,35,B Lane
n0802,n0702,0.6672,35,C Lane
n0802,n0801,0.6639,35,9th Street
n0802,n0803,0.6639,35,9th Street
n0803,n0703,0.6672,35,D Lane
n0803,n0802,0.6639,35,9th Street
n0803,n0804,0.6639,35,9th Street
n0803,n0903,0.6672,35,D Lane
n0804,n0704,0.6672,35,E Lane
n0804,n0803,0.6639,35,9th Street
n0805,n0705,0.6672,60,F Boulevard
n0805,n0806,0.6639,35,9th Street
n0805,n0905,0.6672,60,F Boulevard
n0806,n0706,0.6672,35,G Lane
n0806,n0805,0.6639,35,9th Street
n0806,n0807,0.6639,35,9th Street
n0806,n0906,0.6672,35,G Lane
n0807,n0707,0.6672,35,H Lane
n0807,n0806,0.6639,35,9th Street
n0807,n0808,0.6639,35,9th Street
n0807,n0907,0.6672,35,H Lane
n0808,n0807,0.6639,35,9th Street
n0808,n0809,0.6639,35,9th Street
n0808,n0908,0.6672,35,I Lane
n0809,n0709,0.6672,35,J Lane
n0809,n0808,0.6639,35,9th Street
n0809,n0810,0.6639,35,9th Street
n0809,n0909,0.6672,35,J Lane
n0810,n0710,0.6672,60,K Boulevard
n0810,n0809,0.6639,35,9th Street
n0810,n0811,0.6639,35,9th Street
n0810,n0910,0.6672,60,K Boulevard
n0811,n0711,0.6672,35,L Lane
n0811,n0810,0.6639,35,9th Street
n0811,n0812,0.6639,35,9th Street
n0811,n0911,0.6672,35,L Lane
n0812,n0712,0.6672,35,M Lane
n0812,n0811,0.6639,35,9th Street
n0812,n0813,0.6639,35,9th Street
n0812,n0912,0.6672,35,M Lane
n0813,n0713,0.6672,35,N Lane
n0813,n0812,0.6639,35,9th Street
n0813,n0814,0.6639,35,9th Street
n0813,n0913,0.6672,35,N Lane
n0814,n0714,0.6672,35,O Lane
n0814,n0813,0.6639,35,9th Street
n0814,n0914,0.6672,35,O Lane
n0815,n0715,0.6672,60,P Boulevard
n0815,n0816,0.6639,35,9th Street
n0815,n0915,0.6672,60,P Boulevard
n0816,n0716,0.6672,35,Q Lane
n0816,n0815,0.6639,35,9th Street
n0816,n0817,0.6639,35,9th Street
n0816,n0916,0.6672,35,Q Lane
n0817,n0717,0.6672,35,R Lane
n0817,n0816,0.6639,35,9th Street
n0817,n0818,0.6639,35,9th Street
n0817,n0917,0.6672,35,R Lane
n0818,n0718,0.6672,35,S Lane
n0818,n0817,0.6639,35,9th Street
n0818,n0819,0.6639,35,9th Street
n0818,n0918,0.6672,35,S Lane
n0819,n0719,0.6672,35,T Lane
n0819,n0818,0.6639,35,9th Street
n0819,n0919,0.6672,35,T Lane
n0820,n0720,0.6672,60,U Boulevard
n0820,n0821,0.6639,35,9th Street
n0820,n0920,0.6672,60,U Boulevard
n0821,n0721,0.6672,35,V Lane
n0821,n0820,0.6639,35,9th Street
n0821,n0822,0.6639,35,9th Street
n0821,n0921,0.6672,35,V Lane
n0822,n0722,0.6672,35,W Lane
n0822,n0821,0.6639,35,9th Street
n0822,n0823,0.6639,35,9th Street
n0822,n0922,0.6672,35,W Lane
n0823,n0723,0.6672,35,X Lane
n0823,n0822,0.6639,35,9th Street
n0823,n0824,0.6639,35,9th Street
n0823,n0923,0.6672,35,X Lane
n0824,n0724,0.6672,35,Y Lane
n0824,n0823,0.6639,35,9th Street
n0824,n0825,0.6639,35,9th Street
n0824,n0924,0.6672,35,Y Lane
n0825,n0725,0.6672,60,Z Boulevard
n0825,n0824,0.6639,35,9th Street
n0825,n0826,0.6639,35,9th Street
n0825,n0925,0.6672,60,Z Boulevard
n0826,n0726,0.6672,35,AA Lane
n0826,n0825,0.6639,35,9th Street
n0826,n0827,0.6639,35,9th Street
n0826,n0926,0.6672,35,AA Lane
n0827,n0727,0.6672,35,AB Lane
n0827,n0826,0.6639,35,9th Street
n0827,n0828,0.6639,35,9th Street
n0828,n0728,0.6672,35,AC Lane
n0828,n0827,0.6639,35,9th Street
n0828,n0829,0.6639,35,9th Street
n0828,n0928,0.6672,35,AC Lane
n0829,n0729,0.6672,35,AD Lane
n0829,n0828,0.6639,35,9th Street
n0829,n0830,0.6639,35,9th Street
n0829,n0929,0.6672,35,AD Lane
n0830,n0730,0.6672,60,AE Boulevard
n0830,n0829,0.6639,35,9th Street
n0830,n0831,0.6639,35,9th Street
n0830,n0930,0.6672,60,AE Boulevard
n0831,n0731,0.6672,35,AF Lane
n0831,n0830,0.6639,35,9th Street
n0831,n0832,0.6639,35,9th Street
n0831,n0931,0.6672,35,AF Lane
n0832,n0732,0.6672,35,AG Lane
n0832,n0831,0.6639,35,9th Street
n0832,n0833,0.6639,35,9th Street
n0832,n0932,0.6672,35,AG Lane
n0833,n0733,0.6672,35,AH Lane
n0833,n0832,0.6639,35,9th Street
n0833,n0933,0.6672,35,AH Lane
n0834,n0734,0.6672,35,AI Lane
n0834,n0835,0.6639,35,9th Street
n0834,n0934,0.6672,35,AI Lane
n0835,n0735,0.6672,60,AJ Boulevard
n0835,n0834,0.6639,35,9th Street
n0835,n0836,0.6639,35,9th Street
n0835,n0935,0.6672,60,AJ Boulevard
n0836,n0736,0.6672,35,AK Lane
n0836,n0835,0.6639,35,9th Street
n0836,n0936,0.6672,35,AK Lane
n0837,n0737,0.6672,35,AL Lane
n0837,n0838,0.6639,35,9th Street
n0838,n0738,0.6672,35,AM Lane
n0838,n0837,0.6639,35,9th Street
n0838,n0839,0.6639,35,9th Street
n0838,n0938,0.6672,35,AM Lane
n0839,n0739,0.6672,35,AN Lane
n0839,n0838,0.6639,35,9th Street
n0839,n0939,0.6672,35,AN Lane
n0900,n0800,0.6672,60,A Boulevard
n0900,n0901,0.6639,35,10th Street
n0900,n1000,0.6672,60,A Boulevard
n0900,n1400,3.3359,100,Ring Motorway
n0900,n0400,3.3359,100,Ring Motorway
n0901,n0801,0.6672,35,B Lane
n0901,n0900,0.6639,35,10th Street
n0901,n0902,0.6639,35,10th Street
n0901,n1001,0.6672,35,B Lane
n0902,n0901,0.6639,35,10th Street
n0902,n0903,0.6639,35,10th Street
n0902,n1002,0.6672,35,C Lane
n0903,n0803,0.6672,35,D Lane
n0903,n0902,0.6639,35,10th Street
n0903,n0904,0.6639,35,10th Street
n0903,n1003,0.6672,35,D Lane
n0904,n0903,0.6639,35,10th Street
n0904,n0905,0.6639,35,10th Street
n0904,n1004,0.6672,35,E Lane
n0905,n0805,0.6672,60,F Boulevard
n0905,n0904,0.6639,35,10th Street
n0905,n0906,0.6639,35,10th Street
n0905,n1005,0.6672,60,F Boulevard
n0906,n0806,0.6672,35,G Lane
n0906,n0905,0.6639,35,10th Street
n0906,n0907,0.6639,35,10th Street
n0906,n1006,0.6672,35,G Lane
